title,normal_price,discount_price,product_url,image_url,status,error_message
,,,https://www.ifood.com.br/delivery/brasilia-df/carrefour-hiper---asa-norte-asa-norte/1dcd9511-ab36-416b-b32f-65ca7b793be0?item=d63d2cc3-43e9-408d-b95f-823d8b2cb068,,success,
Limpador Perfumado Veja Gotas de Perfume Alecrim 100ml,"R$ 16,04",,https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---giovani-gronchi-vila-andrade/26dc0387-2264-4566-9f53-0d8b3bdbd994?item=ae6d6d21-858d-4994-b832-2ef1451ee368,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202602131612_5ukic2bvyxu.jpeg,success,
,,,https://www.ifood.com.br/delivery/fortaleza-ce/farmacias-pague-menos---52-aldeota/8387b06c-6ac0-42b9-860c-8debae36d8fd?item=23588974-fce5-4d66-8682-4530c3d354a5,,success,
Preservativo Camisinha Olla Lubrificado Leve 8 Pague 6un,"R$ 14,29",,https://www.ifood.com.br/delivery/brasilia-df/carrefour-hiper---asa-norte-asa-norte/1dcd9511-ab36-416b-b32f-65ca7b793be0?item=08386d05-0cc3-48a3-b510-648caea00398,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202512201459_l6txc65k2t9.jpeg,success,
Benegrip multi dia com 12 comprimidos,"R$ 28,79","R$ 23,03",https://www.ifood.com.br/delivery/fortaleza-ce/farmacias-pague-menos---52-aldeota/8387b06c-6ac0-42b9-860c-8debae36d8fd?item=cb17fdf3-1355-4abe-acf8-04b27d59abd7,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210200451_47p1x0ythfd.jpg,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/desativada-fenix---carrefour-hiper---pamplona-jardim-paulista/b06518dd-4c48-4e0e-8f19-277baaa0772f?item=065b4d0e-d9c3-4ac8-911d-10a8e8427d03,,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/desativada-fenix---carrefour-hiper---pamplona-jardim-paulista/b06518dd-4c48-4e0e-8f19-277baaa0772f?item=e7127cbf-c743-4f26-bbe3-74d681f95e0b,,success,
,,,https://www.ifood.com.br/delivery/porto-alegre-rs/carrefour-hiper---porto-alegre-partenon/51b9e02a-74a8-4afc-8450-8094ae3318fa?item=033983a8-3882-48f5-ae5f-7cf0c0e223d4,,success,
Bloco Higiênico Harpic Lavanda 26g Oferta 2un,"R$ 26,20",,https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---giovani-gronchi-vila-andrade/26dc0387-2264-4566-9f53-0d8b3bdbd994?item=222af68e-f7b6-42a6-8076-79b973a73a68,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202510031621_2olmvrzkci8.jpeg,success,
Desinfetante Sanitário em Gel Harpic Marine 750ml,"R$ 27,00","R$ 27,00",https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---pamplona-jardim-paulista/0568e774-7ba8-493c-a842-ac4d72546220?item=08645e87-a10d-4f34-aad2-7eac793b7ce4,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202508281816_caromqcjbhm.jpeg,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/droga-raia---vila-olimpia---b---403-vl-olimpia/58203d97-5c99-4d2c-b2ff-c2adac85c72a?item=157d68aa-e145-4c97-9dea-3d057e076891,,success,
Desinfetante Power Action Lavanda Veja 500ml,"R$ 9,29",,https://www.ifood.com.br/delivery/campinas-sp/pao-de-acucar---campinas-souza-souzas/356eaf9b-8433-413a-a546-48d319ea69f8?item=b41fe418-b204-4572-a64d-d9cd187a21f4,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202510042232_awdnoz1lfjp.jpeg,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---giovani-gronchi-vila-andrade/26dc0387-2264-4566-9f53-0d8b3bdbd994?item=a41cb97f-2694-4056-bf50-defb80f64758,,success,
Limpador Multiuso Veja Gold Original 750ml Embalagem Econômica,"R$ 8,49",,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pao-de-acucar---colinas-jardim-das-colinas/ade17d26-7f09-4a6f-966b-c6f29df14d9a?item=26f3087c-274b-49fd-b8c9-4d1b2a077232,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202603171621_yednbf5ck4.jpeg,success,
Limpador Perfumado Águas Maranhenses Veja 1l,"R$ 12,49",,https://www.ifood.com.br/delivery/brasilia-df/pao-de-acucar---aguas-claras-sul-aguas-claras/5938ca36-c5ee-455b-b0ce-8211f1921be5?item=06a3d892-a059-466f-899e-25a4f7d59089,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202603171618_fuu728kzf4d.jpeg,success,
,,,https://www.ifood.com.br/delivery/fortaleza-ce/farmacias-pague-menos---52-aldeota/8387b06c-6ac0-42b9-860c-8debae36d8fd?item=54417609-98d2-4eff-b597-86f56a656b5d,,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---giovani-gronchi-vila-andrade/26dc0387-2264-4566-9f53-0d8b3bdbd994?item=3e1bb130-3388-42eb-9fd6-689219ffe509,,success,
Limpa Vidros Spray Vidrex Tradicional Veja 500ml,"R$ 36,94",,https://www.ifood.com.br/delivery/porto-alegre-rs/carrefour-hiper---porto-alegre-partenon/51b9e02a-74a8-4afc-8450-8094ae3318fa?item=38a4c8a5-d036-4a2c-bafe-6abba37723c3,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202510031454_xjh1z6k5cz.jpeg,success,
Pomada Baby 120g,"R$ 71,99","R$ 55,90",https://www.ifood.com.br/delivery/sao-paulo-sp/drogaria-sao-paulo---clodomiro-amazonas-vila-nova-conceicao/b8a2484a-8e45-4b9f-b32b-a7963d2d6e71?item=0b808c0b-9b0f-40bb-b125-be782d4dc168,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202602231455_jggib388a8e.png,success,
Sustagen chocolate 400g,"R$ 88,99",,https://www.ifood.com.br/delivery/fortaleza-ce/farmacias-pague-menos---52-aldeota/8387b06c-6ac0-42b9-860c-8debae36d8fd?item=86bd0b96-8991-4bab-86e4-be43920ded42,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202210182307_1pbmt8wrfav.jpg,success,
,,,https://www.ifood.com.br/delivery/brasilia-df/carrefour-hiper---asa-norte-asa-norte/1dcd9511-ab36-416b-b32f-65ca7b793be0?item=036ce159-925b-4ed4-81e5-3f7dfca8b401,,success,
,,,https://www.ifood.com.br/delivery/brasilia-df/carrefour-hiper---asa-norte-asa-norte/1dcd9511-ab36-416b-b32f-65ca7b793be0?item=a91fb403-1b6a-40e8-9fac-51edf94920d1,,success,
Advil Ibuprofeno 400mg 16 Cápsulas,"R$ 38,24",,https://www.ifood.com.br/delivery/fortaleza-ce/farmacias-pague-menos---52-aldeota/8387b06c-6ac0-42b9-860c-8debae36d8fd?item=a1be3016-d86e-4606-a55b-729db7a4f05d,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202601151623_uy3yyhvrzoh.jpeg,success,
Preservativo Prudence Lubrificado Leve 8 Pague 6,"R$ 14,59",,https://www.ifood.com.br/delivery/sao-paulo-sp/drogaria-sao-paulo---clodomiro-amazonas-vila-nova-conceicao/b8a2484a-8e45-4b9f-b32b-a7963d2d6e71?item=af817465-464f-4167-8c4a-70679e7739b1,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202510031915_pxojtuq777h.jpeg,success,
Preservativo Largo e Extra Fino 6 Un - Jontex Xl Sensitive,"R$ 32,59",,https://www.ifood.com.br/delivery/sao-paulo-sp/drogaria-sao-paulo---clodomiro-amazonas-vila-nova-conceicao/b8a2484a-8e45-4b9f-b32b-a7963d2d6e71?item=f1b3e411-5393-4fa7-b562-f1960f050a95,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202512201504_6e5t88pqehx.jpeg,success,
"Tira Manchas Líquido Crystal White Para Roupas Brancas Vanish 1,5l","R$ 52,13","R$ 49,52",https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---pamplona-jardim-paulista/0568e774-7ba8-493c-a842-ac4d72546220?item=9c42bc64-a884-493f-92b8-b8fa5f4ea249,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202601071636_qu96qsvrrxc.jpeg,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/droga-raia---vila-olimpia---b---403-vl-olimpia/58203d97-5c99-4d2c-b2ff-c2adac85c72a?item=2a90dbe6-cca6-49ef-b10d-112b5d49414e,,success,
